TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
3767915,Houston B-cycle,634418,Subscriber,,,95052,UNITED STATES,24 Hour Kiosk,857,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,221,0,12,N,2.7,2.6,108,2014-12-29,2014-12-29,16:42:43,20:23:52,Y,Y,Round Trip,Houston B-cycle
3767924,Houston B-cycle,634420,Subscriber,,,77469,UNITED STATES,24 Hour Kiosk,883,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,0,0,0,N,.0,.0,0,2014-12-29,2014-12-29,16:44:00,16:44:24,N,Y,Round Trip,Houston B-cycle
3767930,Houston B-cycle,634420,Subscriber,,,77469,UNITED STATES,24 Hour Kiosk,883,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,129,0,6,N,2.7,2.6,108,2014-12-29,2014-12-29,16:45:16,18:54:07,Y,Y,Round Trip,Houston B-cycle
3767936,Houston B-cycle,634420,Subscriber,,,77469,UNITED STATES,24 Hour Kiosk,876,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,128,0,6,N,2.7,2.6,108,2014-12-29,2014-12-29,16:46:07,18:54:12,Y,Y,Round Trip,Houston B-cycle
3767960,Houston B-cycle,528874,Member,Houston,TX,77006,UNITED STATES,Annual Member,830,Standard,Elgin & Smith,Elgin & Smith,26,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,16:50:38,17:16:09,N,Y,Round Trip,Houston B-cycle
3767972,Houston B-cycle,424852,Member,Houston,TX,77003,UNITED STATES,Annual Member,502,Standard,McKinney & Caroline,Rusk & St. Emanuel ,5,0,0,N,.8,.7,30,2014-12-29,2014-12-29,16:52:18,16:57:38,N,Y,One Way,Houston B-cycle
3768064,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,263 R2,Standard,Spotts Park,Lamar & Milam,1140,0,0,N,1.9,1.8,75,2014-12-29,2014-12-30,17:12:09,12:12:14,Y,Y,One Way,Houston B-cycle
3768076,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,951,Standard,Spotts Park,Lamar & Milam,1139,0,0,N,2.7,2.6,108,2014-12-29,2014-12-30,17:13:40,12:12:39,Y,Y,One Way,Houston B-cycle
3768108,Houston B-cycle,600683,Subscriber,,,77449,UNITED STATES,24 Hour Kiosk,212,Standard,Stude Park,Stude Park,28,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,17:21:27,17:49:17,N,Y,Round Trip,Houston B-cycle
3768111,Houston B-cycle,634436,Subscriber,,,77450,UNITED STATES,24 Hour Kiosk,159,Standard,Stude Park,Stude Park,27,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,17:22:13,17:49:42,N,Y,Round Trip,Houston B-cycle
3768115,Houston B-cycle,607925,Member,Houston,TX,77007,UNITED STATES,Annual Member,151,Standard,City Hall,Spotts Park,21,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,17:23:37,17:44:32,N,Y,One Way,Houston B-cycle
3768134,Houston B-cycle,634441,Subscriber,,,77019,UNITED STATES,24 Hour Kiosk,885,Standard,Main & Dallas,West Gray & Baldwin,9,0,0,N,1.4,1.3,54,2014-12-29,2014-12-29,17:26:28,17:35:43,N,Y,One Way,Houston B-cycle
3768221,Houston B-cycle,256233,Member,Houston,TX,77006,UNITED STATES,Annual Member,262,Standard,Lamar & Milam,Westheimer & Waugh,1014,55,0,Y,8.3,7.8,330,2014-12-29,2014-12-30,17:55:05,10:49:31,Y,Y,One Way,Houston B-cycle
3768225,Houston B-cycle,123335,Member,Houston,TX,77042,UNITED STATES,Annual Member,269,Standard,City Hall,Market Square,6,0,0,N,.9,.9,36,2014-12-29,2014-12-29,17:57:38,18:03:25,N,Y,One Way,Houston B-cycle
3768253,Houston B-cycle,253478,Member,Houston,TX,77007,UNITED STATES,Annual Member,535,Standard,City Hall,Sabine Bridge ,4,0,0,N,.6,.6,24,2014-12-29,2014-12-29,18:07:52,18:11:40,N,Y,One Way,Houston B-cycle
3768320,Houston B-cycle,407100,Subscriber,,,77019,UNITED STATES,24 Hour Kiosk,963,Standard,Smith & Capitol,West Gray & Baldwin,9,0,0,N,1.4,1.3,54,2014-12-29,2014-12-29,18:49:37,18:58:56,N,Y,One Way,Houston B-cycle
3768367,Houston B-cycle,634456,Subscriber,,,77007,UNITED STATES,24 Hour Kiosk,876,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,10,0,0,N,1.5,1.4,60,2014-12-29,2014-12-29,19:17:15,19:27:08,N,Y,Round Trip,Houston B-cycle
3768409,Houston B-cycle,624699,Subscriber,,,77088,UNITED STATES,24 Hour Kiosk,159,Standard,Stude Park,Market Square,27,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,19:58:48,20:25:48,N,Y,One Way,Houston B-cycle
3768410,Houston B-cycle,624699,Subscriber,,,77088,UNITED STATES,24 Hour Kiosk,089,Standard,Stude Park,Market Square,26,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,19:59:11,20:25:54,N,Y,One Way,Houston B-cycle
3768419,Houston B-cycle,370174,Member,Houston,TX,77257,UNITED STATES,Annual Member,231,Standard,Lamar & Milam,West Gray & Baldwin,8,0,0,N,1.2,1.1,48,2014-12-29,2014-12-29,20:19:08,20:27:39,N,Y,One Way,Houston B-cycle
3768435,Houston B-cycle,624699,Subscriber,,,77088,UNITED STATES,24 Hour Kiosk,089,Standard,Market Square,Stude Park,19,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,20:46:16,21:05:46,N,Y,One Way,Houston B-cycle
3768436,Houston B-cycle,624699,Subscriber,,,77088,UNITED STATES,24 Hour Kiosk,159,Standard,Market Square,Stude Park,20,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,20:46:37,21:06:11,N,Y,One Way,Houston B-cycle
3768464,Houston B-cycle,634475,Subscriber,,,77450,UNITED STATES,24 Hour Kiosk,535,Standard,Sabine Bridge ,Sabine Bridge ,84,0,2,N,2.7,2.6,108,2014-12-29,2014-12-29,21:56:55,23:20:53,Y,Y,Round Trip,Houston B-cycle
3768476,Houston B-cycle,634479,Subscriber,,,77033,UNITED STATES,24 Hour Kiosk,512,Standard,Lamar & Crawford,Lamar & Crawford,48,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,22:38:27,23:26:45,Y,Y,Round Trip,Houston B-cycle
3768477,Houston B-cycle,634479,Subscriber,,,77033,UNITED STATES,24 Hour Kiosk,100,Standard,Lamar & Crawford,Lamar & Crawford,47,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,22:39:23,23:26:52,Y,Y,Round Trip,Houston B-cycle
3768478,Houston B-cycle,634479,Subscriber,,,77033,UNITED STATES,24 Hour Kiosk,061,Standard,Lamar & Crawford,Lamar & Crawford,46,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,22:40:12,23:26:18,Y,Y,Round Trip,Houston B-cycle
3768479,Houston B-cycle,634479,Subscriber,,,77033,UNITED STATES,24 Hour Kiosk,526,Standard,Lamar & Crawford,Lamar & Crawford,46,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,22:40:41,23:26:40,Y,Y,Round Trip,Houston B-cycle
3768480,Houston B-cycle,634480,Subscriber,,,77025,UNITED STATES,24 Hour Kiosk,133,Standard,Lamar & Crawford,Lamar & Crawford,41,0,0,N,2.7,2.6,108,2014-12-29,2014-12-29,22:45:40,23:26:26,Y,Y,Round Trip,Houston B-cycle
3768870,Houston B-cycle,607925,Member,Houston,TX,77007,UNITED STATES,Annual Member,119,Standard,Spotts Park,City Hall,20,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,07:28:41,07:48:05,N,Y,One Way,Houston B-cycle
3768898,Houston B-cycle,424852,Member,Houston,TX,77003,UNITED STATES,Annual Member,196 G,Standard,La Branch & Lamar,Main & Dallas,4,0,0,N,.6,.6,24,2014-12-30,2014-12-30,07:38:12,07:42:04,N,Y,One Way,Houston B-cycle
3768933,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,937,Standard,Leonel Castillo Comm Ctr / South St. & Henry,Leonel Castillo Comm Ctr / South St. & Henry,0,0,0,N,.0,.0,0,2014-12-30,2014-12-30,07:49:19,07:49:40,N,Y,Round Trip,Houston B-cycle
3768976,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,533 R,Standard,Sabine Bridge ,Sabine Bridge ,1,0,0,N,.2,.1,6,2014-12-30,2014-12-30,08:09:50,08:10:13,N,Y,Round Trip,Houston B-cycle
3768977,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,535,Standard,Sabine Bridge ,Sabine Bridge ,0,0,0,N,.0,.0,0,2014-12-30,2014-12-30,08:10:11,08:10:29,N,Y,Round Trip,Houston B-cycle
3769023,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,992,Standard,Lamar & Crawford,Lamar & Crawford,1,0,0,N,.2,.1,6,2014-12-30,2014-12-30,08:29:41,08:30:08,N,Y,Round Trip,Houston B-cycle
3769027,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,113,Standard,Lamar & Crawford,Lamar & Crawford,0,0,0,N,.0,.0,0,2014-12-30,2014-12-30,08:30:01,08:30:27,N,Y,Round Trip,Houston B-cycle
3769121,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,887,Standard,MFAH/ Fannin & Binz,MFAH/ Fannin & Binz,1,0,0,N,.2,.1,6,2014-12-30,2014-12-30,09:00:56,09:01:46,N,Y,Round Trip,Houston B-cycle
3769132,Houston B-cycle,629062,Subscriber,,,77064,UNITED STATES,24 Hour Kiosk,129,Standard,Spotts Park,City Hall,27,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,09:05:32,09:32:47,N,Y,One Way,Houston B-cycle
3769136,Houston B-cycle,235271,Member,Houston,TX,77002,UNITED STATES,Annual Member,885,Standard,West Gray & Baldwin,West Gray & Baldwin,30,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,09:06:54,09:36:40,N,Y,Round Trip,Houston B-cycle
3769150,Houston B-cycle,370174,Member,Houston,TX,77257,UNITED STATES,Annual Member,810,Standard,West Gray & Baldwin,Dallas & Smith,7,0,0,N,1.1,1.0,42,2014-12-30,2014-12-30,09:12:59,09:19:52,N,Y,One Way,Houston B-cycle
3769165,Houston B-cycle,253478,Member,Houston,TX,77007,UNITED STATES,Annual Member,535,Standard,Sabine Bridge ,City Hall,4,0,0,N,.6,.6,24,2014-12-30,2014-12-30,09:15:56,09:19:50,N,Y,One Way,Houston B-cycle
3769227,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,519,Standard,West Gray & Baldwin,West Gray & Baldwin,0,0,0,N,.0,.0,0,2014-12-30,2014-12-30,09:34:14,09:34:17,N,Y,Round Trip,Houston B-cycle
3769229,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,928,Standard,West Gray & Baldwin,West Gray & Baldwin,0,0,0,N,.0,.0,0,2014-12-30,2014-12-30,09:34:37,09:34:37,N,Y,Round Trip,Houston B-cycle
3769232,Houston B-cycle,618282,Maintenance,,,,UNITED STATES,,190,Standard,West Gray & Baldwin,Lamar & Milam,158,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,09:34:53,12:12:24,Y,Y,One Way,Houston B-cycle
3769291,Houston B-cycle,634537,Subscriber,,,80336,UNITED STATES,24 Hour Kiosk,196 G,Standard,Main & Dallas,Main & Dallas,127,124,4,Y,18.0,17.1,720,2014-12-30,2014-12-30,09:44:40,11:51:34,Y,Y,Round Trip,Houston B-cycle
3769296,Houston B-cycle,208342,Member,Houston,TX,77002,UNITED STATES,Annual Member,885,Standard,West Gray & Baldwin,Market Square,9,0,0,N,1.4,1.3,54,2014-12-30,2014-12-30,09:45:37,09:54:43,N,Y,One Way,Houston B-cycle
3769299,Houston B-cycle,634537,Subscriber,,,80336,UNITED STATES,24 Hour Kiosk,257,Standard,Main & Dallas,Main & Dallas,125,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,09:46:35,11:51:02,Y,Y,Round Trip,Houston B-cycle
3769316,Houston B-cycle,563808,Subscriber,,,77003,UNITED STATES,24 Hour Kiosk,871,Standard,Spotts Park,Rusk & St. Emanuel ,99,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,09:52:21,11:31:42,Y,Y,One Way,Houston B-cycle
3769588,Houston B-cycle,417566,Member,Houston,TX,77065,UNITED STATES,Annual Member,533 R,Standard,Sabine Bridge ,City Hall,4,0,0,N,.6,.6,24,2014-12-30,2014-12-30,10:54:43,10:58:47,N,Y,One Way,Houston B-cycle
3769626,Houston B-cycle,634575,Subscriber,,,77056,UNITED STATES,24 Hour Kiosk,213,Standard,Sabine Bridge ,Sabine Bridge ,53,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:03:31,11:56:30,Y,Y,Round Trip,Houston B-cycle
3769631,Houston B-cycle,634575,Subscriber,,,77056,UNITED STATES,24 Hour Kiosk,268,Standard,Sabine Bridge ,Sabine Bridge ,52,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:04:12,11:56:26,Y,Y,Round Trip,Houston B-cycle
3769666,Houston B-cycle,634580,Subscriber,,,21401,UNITED STATES,24 Hour Kiosk,242,Standard,Menil Collection / Alabama & Mandell,City Hall,40,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:12:48,11:52:15,Y,Y,One Way,Houston B-cycle
3769669,Houston B-cycle,634580,Subscriber,,,21401,UNITED STATES,24 Hour Kiosk,870,Standard,Menil Collection / Alabama & Mandell,City Hall,39,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:13:36,11:52:08,Y,Y,One Way,Houston B-cycle
3769736,Houston B-cycle,634601,Subscriber,,,13450,UNITED STATES,24 Hour Kiosk,240,Standard,Spotts Park,UHD/Main & Franklin,59,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:31:27,12:30:15,Y,Y,One Way,Houston B-cycle
3769739,Houston B-cycle,634601,Subscriber,,,13450,UNITED STATES,24 Hour Kiosk,991,Standard,Spotts Park,Market Square,53,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:32:15,12:25:22,Y,Y,One Way,Houston B-cycle
3769745,Houston B-cycle,634601,Subscriber,,,13450,UNITED STATES,24 Hour Kiosk,444 G,Standard,Spotts Park,UHD/Main & Franklin,58,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:32:59,12:30:31,Y,Y,One Way,Houston B-cycle
3769761,Houston B-cycle,565230,Subscriber,,,77007,UNITED STATES,24 Hour Kiosk,215,Standard,Spotts Park,UHD/Main & Franklin,54,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:36:05,12:30:14,Y,Y,One Way,Houston B-cycle
3769832,Houston B-cycle,212813,Member,Houston,TX,77064,UNITED STATES,Annual Member,300,Standard,La Branch & Lamar,METRO Transit Center ,14,0,0,N,2.1,2.0,84,2014-12-30,2014-12-30,11:56:40,12:10:22,N,Y,One Way,Houston B-cycle
3769843,Houston B-cycle,333416,Member,Houston,TX,77040,UNITED STATES,Annual Member,429,Standard,Spotts Park,Tellepsen YMCA,19,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,11:58:39,12:17:50,N,Y,One Way,Houston B-cycle
3769921,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,119,Standard,City Hall,City Hall,0,0,0,N,.0,.0,0,2014-12-30,2014-12-30,12:15:04,12:15:04,N,Y,Round Trip,Houston B-cycle
3769922,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,129,Standard,City Hall,City Hall,0,0,0,N,.0,.0,0,2014-12-30,2014-12-30,12:15:16,12:15:59,N,Y,Round Trip,Houston B-cycle
3769925,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,119,Standard,City Hall,McKinney & Caroline,15,0,0,N,2.3,2.1,90,2014-12-30,2014-12-30,12:16:14,12:31:19,N,Y,One Way,Houston B-cycle
3769928,Houston B-cycle,201842,Member,Houston,TX,77030,UNITED STATES,Annual Member,420,Standard,La Branch & Lamar,UHD/Main & Franklin,13,0,0,N,2.0,1.9,78,2014-12-30,2014-12-30,12:16:29,12:29:05,N,Y,One Way,Houston B-cycle
3769930,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,129,Standard,City Hall,City Hall,5,0,0,N,.8,.7,30,2014-12-30,2014-12-30,12:17:11,12:22:31,N,Y,Round Trip,Houston B-cycle
3769947,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,535,Standard,City Hall,McKinney & Caroline,7,0,0,N,1.1,1.0,42,2014-12-30,2014-12-30,12:23:22,12:30:44,N,Y,One Way,Houston B-cycle
3769971,Houston B-cycle,634639,Subscriber,,,37917,UNITED STATES,24 Hour Kiosk,213,Standard,Sabine Bridge ,Sabine Bridge ,73,0,2,N,2.7,2.6,108,2014-12-30,2014-12-30,12:30:05,13:43:49,Y,Y,Round Trip,Houston B-cycle
3769972,Houston B-cycle,634639,Subscriber,,,37917,UNITED STATES,24 Hour Kiosk,268,Standard,Sabine Bridge ,Sabine Bridge ,73,0,2,N,2.7,2.6,108,2014-12-30,2014-12-30,12:30:50,13:43:39,Y,Y,Round Trip,Houston B-cycle
3769978,Houston B-cycle,285134,Member,Houston,TX,77002,UNITED STATES,Annual Member,264,Standard,METRO Transit Center ,La Branch & Lamar,8,0,0,N,1.2,1.1,48,2014-12-30,2014-12-30,12:32:56,12:40:59,N,Y,One Way,Houston B-cycle
3769993,Houston B-cycle,634644,Subscriber,,,77096,UNITED STATES,24 Hour Kiosk,876,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,51,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,12:35:04,13:26:38,Y,Y,Round Trip,Houston B-cycle
3770002,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,269,Standard,Market Square,Spotts Park,26,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,12:36:38,13:02:19,N,Y,One Way,Houston B-cycle
3770007,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,981,Standard,Market Square,Spotts Park,24,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,12:37:35,13:01:31,N,Y,One Way,Houston B-cycle
3770011,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,798,Standard,Market Square,Spotts Park,22,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,12:38:27,13:00:41,N,Y,One Way,Houston B-cycle
3770017,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,807,Standard,Market Square,Spotts Park,19,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,12:39:31,12:58:55,N,Y,One Way,Houston B-cycle
3770042,Houston B-cycle,634650,Subscriber,,,63130,UNITED STATES,24 Hour Kiosk,151,Standard,Spotts Park,Smith & Capitol,60,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,12:45:37,13:45:20,Y,Y,One Way,Houston B-cycle
3770045,Houston B-cycle,634650,Subscriber,,,63130,UNITED STATES,24 Hour Kiosk,844,Standard,Spotts Park,Smith & Capitol,57,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,12:46:33,13:43:33,Y,Y,One Way,Houston B-cycle
3770046,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,215,Standard,UHD/Main & Franklin,Spotts Park,11,0,0,N,1.7,1.6,66,2014-12-30,2014-12-30,12:47:07,12:58:04,N,Y,One Way,Houston B-cycle
3770048,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,108,Standard,UHD/Main & Franklin,Spotts Park,12,0,0,N,1.8,1.7,72,2014-12-30,2014-12-30,12:47:14,12:59:49,N,Y,One Way,Houston B-cycle
3770050,Houston B-cycle,327523,Member,Houston,TX,77002,UNITED STATES,Annual Member,103,Standard,Market Square,La Branch & Lamar,9,0,0,N,1.4,1.3,54,2014-12-30,2014-12-30,12:47:21,12:56:54,N,Y,One Way,Houston B-cycle
3770090,Houston B-cycle,285134,Member,Houston,TX,77002,UNITED STATES,Annual Member,295,Standard,McKinney & Caroline,UHD/Main & Franklin,8,0,0,N,1.2,1.1,48,2014-12-30,2014-12-30,12:55:27,13:03:11,N,Y,One Way,Houston B-cycle
3770096,Houston B-cycle,624480,Subscriber,,,77077,UNITED STATES,24 Hour Kiosk,455,Standard,Sabine Bridge ,Sabine Bridge ,114,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,12:56:31,14:50:14,Y,Y,Round Trip,Houston B-cycle
3770098,Houston B-cycle,624480,Subscriber,,,77077,UNITED STATES,24 Hour Kiosk,322,Standard,Sabine Bridge ,Sabine Bridge ,114,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,12:57:25,14:51:03,Y,Y,Round Trip,Houston B-cycle
3770099,Houston B-cycle,624480,Subscriber,,,77077,UNITED STATES,24 Hour Kiosk,180,Standard,Sabine Bridge ,Sabine Bridge ,112,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,12:58:05,14:50:43,Y,Y,Round Trip,Houston B-cycle
3770101,Houston B-cycle,624480,Subscriber,,,77077,UNITED STATES,24 Hour Kiosk,854,Standard,Sabine Bridge ,Sabine Bridge ,112,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,12:58:49,14:50:41,Y,Y,Round Trip,Houston B-cycle
3770162,Houston B-cycle,634666,Subscriber,,,22202,UNITED STATES,24 Hour Kiosk,841,Standard,Stude Park,Stude Park,136,0,6,N,2.7,2.6,108,2014-12-30,2014-12-30,13:12:43,15:28:57,Y,Y,Round Trip,Houston B-cycle
3770168,Houston B-cycle,634666,Subscriber,,,22202,UNITED STATES,24 Hour Kiosk,153,Standard,Stude Park,Stude Park,136,0,6,N,2.7,2.6,108,2014-12-30,2014-12-30,13:13:28,15:29:11,Y,Y,Round Trip,Houston B-cycle
3770171,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,295,Standard,UHD/Main & Franklin,Sabine Bridge ,15,0,0,N,2.3,2.1,90,2014-12-30,2014-12-30,13:14:40,13:29:13,N,Y,One Way,Houston B-cycle
3770172,Houston B-cycle,634668,Subscriber,,,77396,UNITED STATES,24 Hour Kiosk,200,Standard,Stude Park,Stude Park,143,0,6,N,2.7,2.6,108,2014-12-30,2014-12-30,13:14:54,15:37:14,Y,Y,Round Trip,Houston B-cycle
3770180,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,444 G,Standard,UHD/Main & Franklin,Sabine Bridge ,12,0,0,N,1.8,1.7,72,2014-12-30,2014-12-30,13:16:01,13:28:28,N,Y,One Way,Houston B-cycle
3770186,Houston B-cycle,613193,Maintenance,,,,UNITED STATES,,420,Standard,UHD/Main & Franklin,Sabine Bridge ,11,0,0,N,1.7,1.6,66,2014-12-30,2014-12-30,13:16:57,13:27:48,N,Y,One Way,Houston B-cycle
3770208,Houston B-cycle,634674,Subscriber,,,77021,UNITED STATES,24 Hour Kiosk,269,Standard,Spotts Park,Main & Dallas,36,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,13:24:55,14:00:37,Y,Y,One Way,Houston B-cycle
3770255,Houston B-cycle,634677,Subscriber,,,77019,UNITED STATES,24 Hour Kiosk,073,Standard,Taft & Fairview,Taft & Fairview,64,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,13:36:15,14:40:10,Y,Y,Round Trip,Houston B-cycle
3770271,Houston B-cycle,634680,Subscriber,,,03020,UNITED STATES,24 Hour Kiosk,876,Standard,Herman Park Lake Plaza,Freed Library ,39,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,13:38:33,14:17:28,Y,Y,One Way,Houston B-cycle
3770279,Houston B-cycle,634680,Subscriber,,,03020,UNITED STATES,24 Hour Kiosk,869,Standard,Herman Park Lake Plaza,Freed Library ,38,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,13:39:50,14:17:28,Y,Y,One Way,Houston B-cycle
3770305,Houston B-cycle,634650,Subscriber,,,63130,UNITED STATES,24 Hour Kiosk,844,Standard,Smith & Capitol,Spotts Park,47,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,13:44:53,14:31:36,Y,Y,One Way,Houston B-cycle
3770306,Houston B-cycle,634650,Subscriber,,,63130,UNITED STATES,24 Hour Kiosk,151,Standard,Smith & Capitol,Spotts Park,46,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,13:45:28,14:31:54,Y,Y,One Way,Houston B-cycle
3770309,Houston B-cycle,634686,Subscriber,,,77022,UNITED STATES,24 Hour Kiosk,892,Standard,Stude Park,Stude Park,1,0,0,N,.2,.1,6,2014-12-30,2014-12-30,13:46:01,13:47:36,N,Y,Round Trip,Houston B-cycle
3770310,Houston B-cycle,634687,Subscriber,,,63434,UNITED STATES,24 Hour Kiosk,420,Standard,Sabine Bridge ,Sabine Bridge ,10,0,0,N,1.5,1.4,60,2014-12-30,2014-12-30,13:46:06,13:56:13,N,Y,Round Trip,Houston B-cycle
3770314,Houston B-cycle,634687,Subscriber,,,63434,UNITED STATES,24 Hour Kiosk,444 G,Standard,Sabine Bridge ,Sabine Bridge ,9,0,0,N,1.4,1.3,54,2014-12-30,2014-12-30,13:46:46,13:55:49,N,Y,Round Trip,Houston B-cycle
3770318,Houston B-cycle,634686,Subscriber,,,77022,UNITED STATES,24 Hour Kiosk,212,Standard,Stude Park,Stude Park,0,0,0,N,.0,.0,0,2014-12-30,2014-12-30,13:49:09,13:49:37,N,Y,Round Trip,Houston B-cycle
3770325,Houston B-cycle,634686,Subscriber,,,77022,UNITED STATES,24 Hour Kiosk,089,Standard,Stude Park,Stude Park,16,0,0,N,2.4,2.3,96,2014-12-30,2014-12-30,13:49:44,14:05:40,N,Y,Round Trip,Houston B-cycle
3770334,Houston B-cycle,634688,Subscriber,,,77055,UNITED STATES,24 Hour Kiosk,839,Standard,METRO Transit Center ,METRO Transit Center ,19,0,0,N,1.0,1.0,41,2014-12-30,2014-12-30,13:51:34,14:10:27,N,Y,Round Trip,Houston B-cycle
3770366,Houston B-cycle,323558,Member,Houston,TX,77002,UNITED STATES,Annual Member,82,Standard,Main & Dallas,Tellepsen YMCA,2,0,0,N,.3,.3,12,2014-12-30,2014-12-30,13:58:48,14:00:46,N,Y,One Way,Houston B-cycle
3770376,Houston B-cycle,621683,Subscriber,,,77040,UNITED STATES,24 Hour Kiosk,268,Standard,Sabine Bridge ,Sabine Bridge ,99,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,14:00:49,15:39:08,Y,Y,Round Trip,Houston B-cycle
3770378,Houston B-cycle,621683,Subscriber,,,77040,UNITED STATES,24 Hour Kiosk,213,Standard,Sabine Bridge ,Sabine Bridge ,98,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,14:01:30,15:39:02,Y,Y,Round Trip,Houston B-cycle
3770382,Houston B-cycle,621683,Subscriber,,,77040,UNITED STATES,24 Hour Kiosk,420,Standard,Sabine Bridge ,Sabine Bridge ,96,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,14:02:15,15:38:55,Y,Y,Round Trip,Houston B-cycle
3770383,Houston B-cycle,621683,Subscriber,,,77040,UNITED STATES,24 Hour Kiosk,444 G,Standard,Sabine Bridge ,Sabine Bridge ,96,0,4,N,2.7,2.6,108,2014-12-30,2014-12-30,14:02:41,15:38:51,Y,Y,Round Trip,Houston B-cycle
3770396,Houston B-cycle,634698,Subscriber,,,77089,UNITED STATES,24 Hour Kiosk,122,Standard,City Hall,La Branch & Lamar,36,0,0,N,2.7,2.6,108,2014-12-30,2014-12-30,14:06:41,14:42:13,Y,Y,One Way,Houston B-cycle
